25675, Pizza Lovers,Pizza Lovers, Fast Food, Chinese
22615, Punjab Hindu Hotel,Punjab Hindu Hotel, North Indian
24810, Swagat Restaurant,Swagat Restaurant, North Indian, Chinese
22718, Haji Biryani House,Haji Biryani House, Biryani
24820, Meonis,Meonis, North Indian, Chinese
18420520, A-1 Haji Fast Food Centre, Error Code = 404
23558, Abhiskar Restaurant,Abhiskar Restaurant, Bengali, Chinese, North Indian
18355723, South Indian  Coffee House,South Indian  Coffee House, South Indian
25738, Bakstage BakeHouse,Bakstage BakeHouse, Bakery, Desserts
18268611, Just Fries,Just Fries, Fast Food
18452227, 4B Bakery Street,4B, Bakery Street, Bakery, American
24486, Sziszotic Cafe,Sziszotic Cafe, Cafe, Fast Food
25649, Seven Maddox Square,Seven Maddox Square, North Indian, Chinese, Bengali
18249183, Dilli se Dilli,Dil se Dilli, Street Food
18249176, Pizzicone,Pizzicone, Pizza
18279529, Desi Biryani, Error Code = 404
25624, Meringue,Meringue, Bakery
24978, Star Manti Biryani,Star Blue Star Biryani, Biryani
24943, Appayan,Appayan, South Indian
22494, New Star Haji Biryani,New Star Haji Biryani, North Indian, Street Food
18128532, Ramdas Sweets, Error Code = 404
24293, Star Fast Food,Star Fast Food, North Indian
18270212, Nandan Sweets,Nandan Sweets, Mishti
18259460, The Arab Knight, Error Code = 404
18368671, Tasty Folks,Tasty Folks, Fast Food
18128638, Diki Sikkim Momo,Diki Sikkim Momo, Tibetan, Momos
18391315, Town Restaurant,Town Restaurant, North Indian, Biryani, Bengali
23230, Banalata,Banalata, Italian, Chinese, North Indian, South Indian
18366776, Caterpiller, Error Code = 404
18162655, Momo Lovers' Delicacyz, Error Code = 404
24896, Haldiram's,Haldiram's, Fast Food, Mishti
20141, Club Camacs Mehfill,Club Camacs Mehfill, Chinese, North Indian
25498, Unnayan Cabin,Unnayan Cabin, North Indian, Street Food
18325243, Time Pass Fast Food Centre,Time Pass Fast Food Centre, Fast Food
25687, Kafe 6/2B, Error Code = 404
18431893, Busy Bites,Busy Bites, North Indian, South Indian, Continental, Chinese, Fast Food
23925, Corn & Fries,Corn & Fries, Fast Food
18070787, Javed Biryani,Javed Biryani, Mughlai
18249173, Kokobana Garden Cafe,Kokobana Garden Cafe, Cafe, Fast Food
22357, Kali Kebin,Kali Kebin, Bengali, North Indian
24643, Upper Cakes,Upper Cakes, Bakery
22569, Bombay Bru, Error Code = 404
18259431, Ichha Puron,Ichha Puron, Chinese
24750, New Rajarshi,New Rajarshi, Chinese, North Indian
18311152, D-Den Restro, Error Code = 404
25746, Anandamayee Restaurant,Anandamayee Restaurant, North Indian, Street Food
24942, Punjabi Dhaba,Punjabi Dhaba, North Indian
24239, Shib Namkin & Sweets,Shib Namkin & Sweets, Mishti
25633, Luxmi Caterer and Snacks Bar,Luxmi Caterer and Snacks Bar, Fast Food
18287242, Sai Jalpan Junction,Sai Jalpan Junction, Fast Food, Street Food, South Indian, Gujarati
22566, Garden View Restaurant, Error Code = 404
23517, Chitrakut, Error Code = 404
18461731, The Melting Point, Error Code = 404
24669, Jesibo,Jesibo, Fast Food
18325255, Vegova, Error Code = 404
18324535, STM Restaurant, Error Code = 404
18128529, Hot Bite,Hot Bite, North Indian
22884, Kwality Roll Corner,Kwality Roll Corner, Street Food, Rolls
24620, The VIP Sweets,VIP Sweets, Mishti
21287, Eating House,Eating House, North Indian, Mughlai
18398888, Petuk Dhaba, Error Code = 404
22643, Naaz Fast Food,Naaz Fast Food, North Indian, Street Food
22371, Som's Fast Food,Som's Fast Food, Chinese, Street Food
18409869, Mathura Maharaj, Error Code = 404
24477, Deshapran Mistanna Bhandar,Deshapran Mistanna Bhandar, Mishti
25047, Laxmi Narayan Misthanna Bhandar,Laxmi Narayan Misthanna Bhandar, Mishti
24673, Maa Sitala Mistanna Bhandar,Maa Sitala Mistanna Bhandar, Mishti
22417, K. C. Das Grandson, Error Code = 404
