25583, Blaquiere's,Blaquiere's, Bakery, Continental, Desserts,,,,,
21697, Nebula Restaurant,Nebula Restaurant, Chinese, North Indian,,,,,,
20414, Punjab Hindu Hotel,Punjab Hindu Hotel, North Indian, Mughlai,,,,,,
18287239, Golden Harvest, Error Code = 404,,,,,,,,
18166929, The Quince,The Quince Restaurant Cum Bar, North Indian, Chinese,,,,,,
25665, Skyline - Regenta Orko'ss Hotel,Skyline, Cafe, Continental, North Indian,,,,,
22364, Kum Kum Fast Food Centre,Kum Kum Fast Food Centre, Fast Food,,,,,,,
22919, Triasha Fast Food,Triasha Fast Food, Street Food, Chinese, Biryani,,,,,
22835, Bapi Hotel & Restaurant,Bapi Hotel & Restaurant, North Indian, Chinese,,,,,,
20746, The Mosala Club,The Masala Club, Chinese, Tibetan,,,,,,
20807, Diamond Hotel and Restaurant,Diamond Hotel and Restaurant, North Indian, Chinese,,,,,,
25586, Saima Restaurant,Saima Restaurant, Mughlai, North Indian, Rolls,,,,,
21438, Krishna Vilas,Krishna Vilas, North Indian, South Indian,,,,,,
18213998, Aahar Restaurant,Aahar Roll & Chinese, North Indian, Chinese, Biryani,,,,,
22899, Thanda Garam,Thanda Garam, Beverages,,,,,,,
22250, Liquid Bar, Error Code = 404,,,,,,,,
25559, Bijoli Grill Foods Corner,Bijoli Grill Foods Corner, Chinese, North Indian, Bengali,,,,,
20880, Hindustan Bar And Restaurant,Hindustan Bar And Restaurant, North Indian, Chinese,,,,,,
24832, Dhaba 365,Dhaba 365, North Indian, Chinese, Street Food,,,,,
22543, Pan Asia,Pan Asia, North Indian, Continental, Thai,,,,,
25548, Dey's Inn,Dey's Inn, Fast Food, Tibetan, Chinese,,,,,
25098, Mushq World,Mushq World, Bakery,,,,,,,
18420494, Gourmet Rasoi,Gourmet Rasoi, North Indian, Rajasthani,,,,,,
18377105, Hungry Tide, Error Code = 404,,,,,,,,
21066, Chilli Pepper,Chilli Pepper, Chinese,,,,,,,
21706, Om Sai Khazana, Error Code = 404,,,,,,,,
23920, Dhaba@khalsa,Dhaba@khalsa, Mughlai, North Indian,,,,,,
24974, Metro Icecream,Metro Icecream, Ice Cream,,,,,,,
24594, Food Fusion, Error Code = 404,,,,,,,,
23103, Konica Restaurant,Konica Restaurant, North Indian, Mughlai, Chinese,,,,,
20778, Dawat Restaurant,Dawat Restaurant, Chinese, North Indian,,,,,,
18017649, Tasty Bites,Tasty Bites, North Indian, Chinese, Continental,,,,,
18296328, Standby,Standby, Cafe, Fast Food, Italian, Pizza, Chinese,,,
21177, Food King,Food King, Chinese, Street Food,,,,,,
23208, Dunlop Coffee House,Dunlop Coffee House, Chinese, North Indian,,,,,,
23130, Sagar & Veg Kitchen,Sagar & Veg Kitchen, North Indian, Chinese, Rolls, Finger Food, Indian, Kebab,,
18354603, Jack & Chill, Error Code = 404,,,,,,,,
20902, Hot Spot,Hot Spot, North Indian, Chinese,,,,,,
22641, Society Biryani,Society Biryani, Biryani, Mughlai,,,,,,
23769, Deshbandhu Mistanna Bhandar,Deshbandhu Mistanna Bhandar, Desserts, Mishti,,,,,,
23164, Aryan's Pav Bhaji,Aryan's Pav Bhaji, Street Food,,,,,,,
24294, Royal Spoon,Royal Spoon, Fast Food, Chinese, Momos,,,,,
21290, Mimi's Kitchen, Error Code = 404,,,,,,,,
25143, Gupta Brothers,Gupta Brothers, Mishti,,,,,,,
25385, All-Fresco,All-Fresco, North Indian, Chinese, South Indian,,,,,
18368668, The Food Storey,The Food Storey, Cafe, Continental,,,,,,
18398376, Hazelnut Exotic Bakes,Hazelnut Exotic Bakes, Bakery, Fast Food,,,,,,
21585, Titos Bar & Restaurant,Titos Bar & Restaurant, Chinese, North Indian,,,,,,
22397, 1st Floor Restaurant,1st Floor Restaurant, Chinese, North Indian,,,,,,
25490, Dhakai Biryani House,Dhakai Biryani House, Biryani, Street Food,,,,,,
21619, Chai - Vedic Village Spa Resort,Chai - Vedic Village Spa Resort, Cafe,,,,,,,
18390916, Apna Dhaba,Apna Dhaba, Healthy Food, Afghani, Fast Food, North Indian, Chinese, Indian, Kebab,
18343770, Yin Yang,Yin Yang, Chinese, Thai,,,,,,
22048, Clay Oven,Clay Oven, Chinese, North Indian,,,,,,
24192, Mrityunjay Ghosh & Sons,Mrityunjay Ghosh & Sons, Desserts,,,,,,,
18224072, The Corner Canop??e,The Corner Canopée, Continental, Seafood, Italian, European,,,,
18208981, Lazeez Mediterranean Grill,Lazeez Mediterranean Grill, North Indian, Chinese, Mughlai,,,,,
18393858, Treat Vadilal Scoop Shop, Error Code = 404,,,,,,,,
24073, Mahua,Mahua, Mishti,,,,,,,
22243, O Zone Restaurant & Bar,O Zone Restaurant & Bar, North Indian, Chinese,,,,,,
18249177, Yes! Momo,Yes! Momo, Tibetan,,,,,,,
22727, Cafe Fancy,Cafe Fancy, Italian, South Indian, Fast Food,,,,,
18398891, Chat Chaupati,Chat Chaupati, Street Food, Fast Food,,,,,,
17983761, Desi Kitchen,Desi Kitchen, Chinese,,,,,,,
23626, La Shivaaz - Hotel Shivam,La Shivaaz - Hotel Shivam, North Indian, Chinese, Italian,,,,,
18398854, The Lalit Great Eastern Bakery,The Lalit Great Eastern Bakery, Bakery, Desserts,,,,,,
24866, GRAB & GO, Error Code = 404,,,,,,,,
25085, NamKing,NamKing, Chinese,,,,,,,
23928, Tiffin Room,Tiffin Room, South Indian, Street Food,,,,,,
25447, Shree Krishna Mistanna Bhandar,Shree Krishna Mistanna Bhandar, Mishti,,,,,,,
18213995, Highway Rainbow,Highway Rainbow, North Indian, Chinese,,,,,,
23436, Aakash Caterer,Aakash Caterer, North Indian, Chinese, Biryani,,,,,
18398850, Raj's Multicuisine Restaurant,Raj's Multicuisine Restaurant, North Indian, Chinese, South Indian, Mughlai,,,,
25616, NPG Hotel & Restaurant,NPG Hotel & Restaurant, North Indian, Mughlai,,,,,,
24685, Mancherji's,Mancherji's, Bengali, Parsi,,,,,,
22038, Night Queen's,Night Queen's, Chinese, North Indian,,,,,,
18259468, Bhojan,Bhojan, Bengali, North Indian, Chinese,,,,,
24867, Mukharuchi Restaurant,Mukharuchi Restaurant, Chinese, North Indian, Street Food,,,,,
18361665, @49,@49, North Indian, Chinese,,,,,,
25528, Curry Patta,Curry Patta, South Indian,,,,,,,
18296359, Icy Fusion, Error Code = 404,,,,,,,,
18420479, Spices & Sauces,Spices & Sauces, Chinese, North Indian,,,,,,
24765, Stun the Sun,Stun the Sun, Chinese, Italian, Mexican, Continental,,,,
18450783, Pe_2 Panda, Error Code = 404,,,,,,,,
22097, Hotel Rani,Hotel Rani, Bengali,,,,,,,
21058, Joy Baba Lokenath Snacks,Joy Baba Lokenath Snacks, North Indian, Chinese,,,,,,
25642, A1 Haji Fast Food Centre,A1 Haji Fast Food Centre, Biryani, Street Food,,,,,,
21744, Tasty,Tasty, Chinese, Street Food,,,,,,
18386789, Bake O Cake,Bake O Cake, Bakery,,,,,,,
25734, Sailendra Sweets,Sailendra Sweets, Mishti,,,,,,,
18259458, Hidden Dragon,Hidden Dragon, Chinese, Thai, North Indian,,,,,
18377431, Bogglingames, Error Code = 404,,,,,,,,
18265454, Shiv Assram,Shiv Assram, Juices,,,,,,,
18259457, The Tiffin Box,The Tiffin Box, South Indian, Chinese, North Indian,,,,,
17983775, Red Hot Box, Error Code = 404,,,,,,,,
24321, Platter,Platter, Fast Food,,,,,,,
22123, Dhaka Biriyani House & Restaurant, Error Code = 404,,,,,,,,
25606, Airport City Hotel,Airport City Hotel, North Indian, Chinese,,,,,,
18311133, Merico,Merico, North Indian, Chinese,,,,,,
25749, Hang Sang,Hang Sang, Chinese, North Indian,,,,,,
18361654, Kathi Junction,Kathi Junction, Rolls, Biryani, North Indian,,,,,
25577, Diet-Did I Eat That!, Error Code = 404,,,,,,,,
22935, Naba Krishna Guin,Naba Krishna Guin, Mishti,,,,,,,
18265434, Chill Pill,Chill Pill, Juices,,,,,,,
21297, Cafe Corner,Cafe Corner, Chinese, North Indian,,,,,,
18270255, Amritsari Dhaba,Amritsari Dhaba, Biryani, North Indian, Chinese,,,,,
18311151, Cafe Ekante Eco Park Jetty,Cafe Ekante Eco Park Jetty, Beverages,,,,,,,
18296354, Dakshin,Dakshin, South Indian,,,,,,,
22707, In & Out Dhaba,Grewal Dhaba, North Indian, Chinese,,,,,,
24993, Lucknow,Lucknow, North Indian,,,,,,,
22527, New Behala Fast Food Centre,New Behala Fast Food Centre, North Indian, Street Food,,,,,,
18325131, Kolapata, Error Code = 404,,,,,,,,
23265, K. C. Das,K. C. Das, Street Food, Mishti,,,,,,
22481, Kasturi, Error Code = 404,,,,,,,,
18017624, Gurudev Restaurant,Gurudev Restaurant, North Indian, South Indian, Chinese,,,,,
18249150, Lucky Cafeteria,Lucky Cafeteria, Chinese, Fast Food, Mughlai,,,,,
22783, The Courtyard - Ffort Raichak,The Courtyard - Ffort Raichak, North Indian, Continental,,,,,,
22248, Down South, Error Code = 404,,,,,,,,
18143267, Neha's Baked With Love,Neha's Baked With Love, Bakery, Desserts,,,,,,
21642, Oasis Restaurant,Oasis Restaurant, Continental, Chinese, North Indian,,,,,
23466, Qube - Hotel The Sojourn,Qube, Continental, North Indian, Chinese,,,,,
22790, Sabita Restaurant,Sabita Restaurant, North Indian, Chinese,,,,,,
22746, ATS Arun Dhaba,ATS Arun Dhaba, North Indian, South Indian, Chinese,,,,,
24980, Boniface Restaurant,Rajhoni, Chinese, Biryani, Seafood,,,,,
20801, Humpty Dumpty, Error Code = 404,,,,,,,,
21418, China Gate,China Gate, Chinese, North Indian,,,,,,
24691, Mahal Restaurant,Mahal Restaurant, Bengali,,,,,,,
18285055, The Times Of Tandoor, Error Code = 404,,,,,,,,
25228, Noodle King,Noodle Time, Chinese,,,,,,,
25140, Mahaprabhu Mistanna Bhandar, Error Code = 404,,,,,,,,
18398883, The Fat Monk,The Fat Monk, Chinese, Momos,,,,,,
23530, Kaligodam,Kaligodam, Fast Food, Mithai, Mishti, Desserts,,,,
21392, Food Valley,Food Valley, North Indian, Chinese, Street Food,,,,,
22821, State of Bengal, Error Code = 404,,,,,,,,
24517, Krishna Juice Centre,Krishna Juice Centre, Beverages, Juices,,,,,,
18296339, Noodles Kitchen,Noodles Time, Chinese,,,,,,,
18377084, Khadyarashik, Error Code = 404,,,,,,,,
24014, Juicy Fresh,Juicy Fresh, Juices, Beverages,,,,,,
18217468, Sugarlace,Sugarlace, Bakery, Desserts,,,,,,
18325267, Juan In a Million, Error Code = 404,,,,,,,,
18198667, Dhiren Cabin,Dhiren Cabin, Fast Food,,,,,,,
22554, Darjeeling Momo Junction,Darjeeling Momo Junction, Street Food, Momos,,,,,,
23411, Moon Star Restaurant, Error Code = 404,,,,,,,,
18087969, Akash Kitchen,Akash Kitchen, Chinese, North Indian,,,,,,
24223, Desher Khabar,Desher Khabar, Mishti,,,,,,,
23178, New Chowringee Cabin,New Chowringee Cabin, Fast Food,,,,,,,
18377103, Tiffin,Tiffin, North Indian,,,,,,,
24897, Hakka Village Chinese Restaurant,Hakka Village Chinese Restaurant, Chinese,,,,,,,
18166907, Tuk Tak, Error Code = 404,,,,,,,,
22609, Lee Garden,Lee Garden, Chinese,,,,,,,
24701, Jalajoga Mishti,Jalajoga Mishti, Mishti,,,,,,,
18134887, Coffee World,Coffee World, Cafe, Beverages, Fast Food,,,,,
18281739, Amriti Sweets,Amriti Sweets, Mishti,,,,,,,
22886, Mini Restaurant,Mini Restaurant, Chinese, North Indian, Bengali,,,,,
25014, Manmohan Sweets,Manmohan Sweets, Street Food, Mishti,,,,,,
24671, Yummies,Yummies, Fast Food,,,,,,,
22903, Peiking Chinese Restaurant,Peiking Chinese Restaurant, Chinese,,,,,,,
18377074, Nicole's,Nicole's, Bakery,,,,,,,
17983804, Ananda Hotel & Restaurant,Ananda Hotel & Restaurant, Biryani, North Indian, Chinese,,,,,
18311156, Kandy Crush,Kandy Crush, Ice Cream,,,,,,,
18323595, Hungerpangs,Hungerpangs, Fast Food, Tibetan,,,,,,
25764, Arun Tea Stall,Arun Tea Stall, Street Food,,,,,,,
22932, Sri Hari Sweets,Sri Hari Sweets, Mishti,,,,,,,
18354573, Royal Nawaab, Error Code = 404,,,,,,,,
23513, Shree Ram Dhaba,Shree Ram Dhaba, North Indian,,,,,,,
22833, Adil Biryani Centre,Adil Biryani Centre, Biryani,,,,,,,
23762, Vinayak's, Error Code = 404,,,,,,,,
18325241, Grill 'n' Chill,Grill 'n' Chill, Fast Food,,,,,,,
18386825, Royal Height,Royal Height, North Indian, Chinese,,,,,,
18396940, Tiny Bite,Tiny Bite, Bakery,,,,,,,
24599, Little China,Little China, Chinese, Momos,,,,,,
21398, Olive Inn,Olive Inn, North Indian, Chinese,,,,,,
23008, Menoka Cabin,Menoka Cabin, Street Food, North Indian,,,,,,
18398857, Ecothali,Ecothali, Chinese, North Indian,,,,,,
25442, California Bar Cum Restaurant,California Bar Cum Restaurant, North Indian,,,,,,,
25760, Gujrati Zayka, Error Code = 404,,,,,,,,
18217441, Orchid Barbeque, Error Code = 404,,,,,,,,
18249140, Spice Of Joy,Spice Of Joy, Chinese, North Indian, Mughlai,,,,,
18249153, The Chocolate Room, Error Code = 404,,,,,,,,
23128, Hot Wings, Error Code = 404,,,,,,,,
18259456, CFC,CFC, Street Food, Burger,,,,,,
22433, Kalicharan Das,Kalicharan Das, Mishti,,,,,,,
23148, Paul's, Error Code = 404,,,,,,,,
23505, Green Chilly,Green Chilly, Chinese,,,,,,,
17983806, Chowrasia Chaats,Chowrasia Chaats, Street Food,,,,,,,
24910, Baked Fresh,Baked Fresh, Desserts,,,,,,,
20671, Om Restaurant,Om Restaurant, North Indian,,,,,,,
23857, Haji's Kitchen,Haji's Kitchen, North Indian, Biryani, Street Food,,,,,
18431454, Bite All Nite, Error Code = 404,,,,,,,,
18325284, Thrillophilia,Thrillophilia, North Indian, Continental, Lebanese, Chinese,,,,
22444, China Zone,China Zone, Chinese, Momos,,,,,,
24250, Sampa Snacks,Sampa Snacks, Fast Food,,,,,,,
23782, Master Chef,Master Chef, Street Food, South Indian, North Indian,,,,,
18386809, Loaf Espresso,Loaf Espresso, Cafe, Fast Food,,,,,,
25421, New Kalika,New Kalika, North Indian, Chinese,,,,,,
22040, Taj Restaurant And Caterer,Taj Restaurant And Caterer, North Indian, Mughlai,,,,,,
25468, Hyderabadi Biriyani, Error Code = 404,,,,,,,,
25194, Food Court Chinese Restaurant,Food Court Chinese Restaurant, Chinese,,,,,,,
18354604, Chocodiction India, Error Code = 404,,,,,,,,
22872, Punjab National Hindu Hotel,Punjab National Hindu Hotel, North Indian,,,,,,,
24113, Flamez,Flamez, Chinese,,,,,,,
18287254, Pabrai's Fresh and Naturelle Ice Cream,Pabrai's Fresh and Naturelle Ice Cream, Ice Cream, Desserts,,,,,,
18296319, Sugarworks - The Sonnet,Sugarworks - The Sonnet, Bakery,,,,,,,
24864, Zero Degree,Zero Degree, Cafe,,,,,,,
23285, Maharaja,Maharaja, Chinese, Fast Food,,,,,,
18420473, TIRETTI by TAK HENG, Error Code = 404,,,,,,,,
18296361, Veggie Delights,Veggie Delights, Chinese,,,,,,,
24815, Taj Biryani,Taj Biryani, Biryani,,,,,,,
18143248, Sugar Shack,Sugar Shack, Desserts, Bakery,,,,,,
22466, Brar's Punjabi Hotel,Brar's Punjabi Hotel, North Indian, Bengali, Street Food,,,,,
24911, Pete Hunger, Error Code = 404,,,,,,,,
23385, Big Boss, Error Code = 404,,,,,,,,
24263, Haji Shaheb,Haji Shaheb, North Indian,,,,,,,
18440204, Social Kitchen - Holiday Inn,Social Kitchen - Holiday Inn, North Indian, Asian, European,,,,,
18386815, Choco Fantasy,Choco Fantasy, Desserts,,,,,,,
21156, Monsoon Hut,Monsoon Hut, Chinese,,,,,,,
23473, Sri Darshani,Sri Darshani, Street Food,,,,,,,
25743, Royal Food Express, Error Code = 404,,,,,,,,
18249182, Tilottama,Tilottama, Bengali,,,,,,,
18287251, Kung Pao, Error Code = 404,,,,,,,,
21710, Rollick Ice Cream,Rollick Ice Cream, Ice Cream,,,,,,,
18146296, Sonali Chinese Restaurant,Sonali Chinese Restaurant, Chinese,,,,,,,
18017640, Fluffy Treats,Fluffy Treats, Bakery, Desserts,,,,,,
25717, Sand Rock Cafe Lounge, Error Code = 404,,,,,,,,
18325287, The Biryani Company,The Biryani Company, Biryani, North Indian,,,,,,
18217457, Shankar Cabin,Shankar Cabin, Street Food,,,,,,,
23677, Rajasthan Bhojnalaya,Rajasthan Bhojnalaya, North Indian, Rajasthani,,,,,,
23985, Coffee World,Coffee World, Cafe, Beverages, Fast Food,,,,,
22209, Tripti Snacks Corner,Tripti Snacks Corner, North Indian,,,,,,,
21622, Zodiac - Fortune Park Panchwati,Zodiac - Fortune Park Panchwati, North Indian, Continental, Chinese, Japanese,,,,
23671, Nepal Chandra Halwai,Nepal Chandra Halwai, Mishti,,,,,,,
21747, Hotel Downtown, Error Code = 404,,,,,,,,
23427, Golden Fast Food,Golden Fast Food, Street Food, Biryani,,,,,,
18296365, 9 Players,9 Players, Chinese, North Indian,,,,,,
25757, Sital Ashram,Sital Ashram, Fast Food,,,,,,,
24424, Anish Fast Food,Anish Fast Food, Fast Food,,,,,,,
21121, Restaurant62,Restaurant62, North Indian, Chinese,,,,,,
25165, Maa Annapurna,Maa Annapurna, North Indian,,,,,,,
22771, Krishna Bhog,Krishna Bhog, South Indian, Fast Food,,,,,,
18238594, Adam's Kabab Shop,Adam's Kabab Shop, Mughlai,,,,,,,
18325268, Swiss Bake, Error Code = 404,,,,,,,,
23162, Flavours,Flavours, Street Food,,,,,,,
23783, Haji Fast Food,Haji Fast Food, Fast Food, Chinese, Mughlai,,,,,
23123, Ramkrishayan Sweets,Ramkrishayan Sweets, Mishti,,,,,,,
18354615, Jack & Chill, Error Code = 404,,,,,,,,
22725, Gangotri Sweets,Gangotri Sweets, Mishti,,,,,,,
22467, Branches - Hotel O2 Oxygen,Branches - Hotel O2 Oxygen, North Indian, Chinese, Continental,,,,,
18249158, Samrat Fast Food Centre,Samrat Fast Food Centre, Chinese, Momos,,,,,,
25017, Simply Corn,Simply Corn, Fast Food,,,,,,,
18354580, Ma Kali Mistanna Bhander,Ma Kali Mistanna Bhander, Mishti,,,,,,,
18134910, Above N Beyond, Error Code = 404,,,,,,,,
24656, Tripti Inn,Tripti Inn, Chinese, North Indian,,,,,,
21427, Jalshaghar,Jalshaghar, North Indian, Chinese,,,,,,
24630, Hungry Hut,Hungry Hut, Chinese, North Indian,,,,,,
20703, Khana Khazana,New Khana Khazana, Chinese, North Indian,,,,,,
25549, The Spice Tree,The Spice Tree, Fast Food,,,,,,,
23600, Hot Pak,Hot Pak, Chinese,,,,,,,
25082, Sweet Obsessions,Sweet Obsessions, Bakery,,,,,,,
24591, Adi Sree Hari Mistanna Bhandar,Adi Sree Hari Mistanna Bhandar, Mishti,,,,,,,
22509, Tarang,Tarang, North Indian,,,,,,,
18345806, Basanti Sweets,Basanti Sweets, Mishti,,,,,,,
18198698, Delicious Taverna,Delicious Taverna, North Indian, Chinese,,,,,,
24898, Cakes And More,Cakes And More, Bakery, Desserts,,,,,,
24023, Green Chilli, Error Code = 404,,,,,,,,
22873, Rabindra Jalpan,Rabindra Jalpan, South Indian, Fast Food,,,,,,
22435, Subodh Chandra Mullick,Subodh Chandra Mullick, Mishti,,,,,,,
22468, Caffeine - Hotel O2 VIP,Caffeine, Continental, North Indian, Chinese, Thai, Italian, Mexican,,
24427, Alaina Foodies,Alaina Foodies, North Indian, South Indian, Chinese, Mughlai,,,,
22773, New Mirch Masala,New Mirch Masala, North Indian, Chinese,,,,,,
21984, Chinese Wall,Chinese Wall, Fast Food, Chinese,,,,,,
18128531, Sugarspoons, Error Code = 404,,,,,,,,
18343758, No Junktion, Error Code = 404,,,,,,,,
18143242, Bestaste Momo, Error Code = 404,,,,,,,,
21291, Tin Tin,Tin Tin, Chinese, North Indian,,,,,,
23984, Pavitra Jalpan,Pavitra Jalpan, North Indian,,,,,,,
21754, Hott Spot,Hott Spot, Chinese, Fast Food,,,,,,
24959, Indo China,Indo China, Chinese, Fast Food,,,,,,
18398885, Pabrai's Fresh and Naturelle Ice Cream,Pabrai's Fresh and Naturelle Ice Cream, Ice Cream, Desserts,,,,,,
18355418, Whip It Up!,Whip It Up!, Bakery, Desserts,,,,,,
18325254, Bangaleeana,Bangaleeana, Bengali,,,,,,,
18343299, Jelly Belly, Error Code = 404,,,,,,,,
18377148, PetPujo, Error Code = 404,,,,,,,,
18398899, Gelato Vinto, Error Code = 404,,,,,,,,
24310, Destination, Error Code = 404,,,,,,,,
18296330, The Olive's, Error Code = 404,,,,,,,,
25172, Ramkrishna Sweets,Ramkrishna Sweets, Mishti,,,,,,,
18386799, The North Cafe,The North Cafe, Chinese, Fast Food,,,,,,
22545, The Princess,The Princess, North Indian, Chinese, Continental,,,,,
21450, Momo Food Club, Error Code = 404,,,,,,,,
23684, Young Bengal Hotel,Young Bengal Hotel, Bengali,,,,,,,
22604, Purbani Restaurant,Purbani Restaurant, North Indian,,,,,,,
18331280, Thek, Error Code = 404,,,,,,,,
18411976, Hakkasan, Error Code = 404,,,,,,,,
22789, Motel Midway,Motel Midway, North Indian, Chinese,,,,,,
22480, Sanjib Hotel & Restaurant,Sanjib Hotel & Restaurant, North Indian, Chinese,,,,,,
24119, VIP Sweets Grandsons,VIP Sweets Grandsons, Mishti,,,,,,,
22963, Gangotri Sweets & Snacks,Gangotri Sweets & Snacks, Mishti,,,,,,,
21583, Tea Lounge - The Peerless Inn,Tea Lounge - The Peerless Inn, Cafe, Bakery, Tea,,,,,
23518, Jayashree,Jayashree, Mishti,,,,,,,
23765, KA's,KA's, Chinese,,,,,,,
25198, Foodie's Delight,Foodie's Delight, Sandwich, Fast Food, Beverages, Tea, Burger,,,
24494, Sunayena Eating House,Sunayena Eating House, Bengali, North Indian,,,,,,
18343747, Cuppy Cake, Error Code = 404,,,,,,,,
24966, The Roll Shop,The Roll Shop, Fast Food, Rolls,,,,,,
24768, Satyanarayan Misthana Bhandhar,Satyanarayan Misthana Bhandhar, Mishti,,,,,,,
23348, Dream Bar & Restaurant,Dream Bar & Restaurant, North Indian, Chinese,,,,,,
23497, Gupta's Pav Bhaji,Gupta's Pav Bhaji, Street Food,,,,,,,
24782, Jashoda Mistanna Bhandar,Jashoda Mistanna Bhandar, Mishti,,,,,,,
18386795, Chicken @ Mirch Masala,Chicken @ Mirch Masala, Fast Food, American,,,,,,
23187, Shree  Hari Mistanna Bhandar,Shree  Hari Mistanna Bhandar, Mishti,,,,,,,
24714, Shivam,Shivam, Chinese, North Indian,,,,,,
20022, Ar-Han-Thai,Ar-Han-Thai, Chinese, Lebanese,,,,,,
24415, Classic Fast Food Centre,Classic Fast Food Centre, Street Food, Biryani,,,,,,
18296342, Fusion Cafe & Restro,Fusion Cafe & Restro, North Indian, Bengali, Fast Food,,,,,
18134883, Zunger,Zunger, Fast Food, Chinese, Momos,,,,,
17983802, Pasticceria,Pasticceria, Fast Food, Bakery, Desserts,,,,,
25555, Subham Food Corner,Subham Food Corner, Chinese, Fast Food, North Indian, South Indian,,,,
18281714, Ishan's Caf?? and More,Ishan's Café and More, North Indian, Chinese, Momos,,,,,
21122, Panchali, Error Code = 404,,,,,,,,
23599, Terrace Tandoor - Hotel Thames International,Terrace Tandoor, North Indian, Chinese, Mughlai,,,,,
22929, Sarat Sweets,Sarat Sweets, Mishti,,,,,,,
23192, Vien,Vien, Mishti,,,,,,,
22743, Vesper Restaurant,Vesper Restaurant, North Indian,,,,,,,
23207, Xpert Shahi Biryani, Error Code = 404,,,,,,,,
18452222, Sunita's Bakery,Sunita's Bakery, Bakery,,,,,,,
25523, Green Chilly,Green Chilly, Chinese, Thai,,,,,,
20495, Spice Garden,Spice Garden, Chinese, North Indian,,,,,,
18325277, Nalban Food Park- Bar & Restaurant,Nalban Food Park- Bar & Restaurant, Chinese, North Indian,,,,,,
20458, Seven Heaven,Seven Heaven, North Indian, Chinese,,,,,,
18452221, NI9 Spice, Error Code = 404,,,,,,,,
22934, The Library- De Sovrani,The Library- De Sovrani, Finger Food,,,,,,,
24839, Sante - Novotel,Sante - Novotel, Finger Food,,,,,,,
